order_id,vendor,item,category,price,discount_pct,multiple_sizes_ordered,order_date,delivery_date,returned
ORD-0B427F0D94,Etsy,Science textbook,books,11.74,19.42,0,2024-08-26,2024-09-04,0
ORD-5BB62BF627,Walmart,Fantasy novel,books,20.29,6.04,0,2024-04-07,2024-04-12,0
ORD-308588E64B,Walmart,Running shorts,clothing,23.73,12.41,0,2024-10-27,2024-10-31,0
ORD-30620441A1,IKEA,Storage organizer set,home,53.42,14.94,0,2024-11-06,2024-11-10,0
ORD-56CEAF9A39,Newegg,Paperback thriller,books,13.51,2.24,0,2024-12-26,2024-12-30,0
ORD-ED7E1E52DA,Amazon,Sandals,shoes,36.35,18.30,0,2024-09-08,2024-09-11,0
ORD-B8F91CDF82,BestBuy,Leather sneakers,shoes,58.11,21.64,0,2024-12-31,2025-01-03,0
ORD-F660F3CDA3,BestBuy,Bluetooth speaker,electronics,84.48,9.80,0,2024-03-02,2024-03-04,1
ORD-5FAA01266B,Zappos,Sweater,clothing,23.90,26.39,1,2024-11-10,2024-11-19,0
ORD-D96E3136C9,Target,Storage organizer set,home,35.10,3.61,0,2024-07-06,2024-07-12,0
ORD-249500E677,Newegg,Paperback thriller,books,14.10,26.72,0,2024-09-13,2024-09-16,0
ORD-1C94F3C77A,Kobo,Wireless earbuds,electronics,215.25,9.01,0,2024-04-11,2024-04-19,0
ORD-A9AF71205D,IKEA,Sweater,clothing,30.10,13.03,1,2024-08-26,2024-09-02,0
ORD-B5F9AEDFF1,Kobo,Leather sneakers,shoes,69.92,8.75,1,2024-02-14,2024-02-17,0
ORD-57139F0208,Target,Cotton T-shirt,clothing,25.92,5.80,0,2024-02-11,2024-02-22,0
ORD-FD2412F28A,Walmart,Air purifier,home,43.19,11.97,0,2024-07-13,2024-07-21,0
ORD-BD41713BF7,Etsy,Bluetooth speaker,electronics,102.69,16.97,0,2024-04-06,2024-04-10,0
ORD-A05F219A26,Kobo,Desk lamp,home,164.31,3.42,0,2024-06-30,2024-07-07,0
ORD-7A68C779AB,Kobo,Running shoes,shoes,55.89,36.08,0,2024-10-02,2024-10-09,0
ORD-2CEFC68455,Etsy,Cooking guide,books,16.28,9.60,0,2024-12-24,2025-01-06,0
ORD-D489481E3E,BestBuy,Storage organizer set,home,63.50,13.33,0,2024-05-12,2024-05-15,0
ORD-A038E7C4FC,Zappos,Denim jacket,clothing,31.84,21.23,0,2024-06-14,2024-06-19,0
ORD-326EB509C9,Amazon,Chelsea boots,shoes,77.25,2.10,0,2024-01-05,2024-01-08,0
ORD-C7F259A0D9,BestBuy,Air purifier,home,108.21,5.34,0,2024-06-05,2024-06-08,0
ORD-383628E2BA,Kobo,Casual hoodie,clothing,28.98,11.23,0,2024-08-10,2024-08-19,0
ORD-98ACC613CD,IKEA,Noise cancelling headphones,electronics,122.83,7.65,0,2024-09-04,2024-09-12,0
ORD-D80E60840A,Zappos,Wireless earbuds,electronics,78.61,18.66,0,2024-05-17,2024-05-30,1
ORD-D7D85FBFED,Target,Chelsea boots,shoes,35.35,0.89,0,2024-09-25,2024-09-28,0
ORD-F6AC8F5AD4,Target,Noise cancelling headphones,electronics,49.23,5.65,0,2024-01-28,2024-02-10,0
ORD-82FA65D638,Kobo,Vacuum cleaner,home,89.28,15.18,0,2024-01-01,2024-01-09,0
ORD-859E5F65A4,IKEA,Noise cancelling headphones,electronics,175.72,10.70,0,2024-04-30,2024-05-11,0
ORD-09C55E325D,Zappos,Noise cancelling headphones,electronics,115.80,33.92,0,2024-02-21,2024-02-27,0
ORD-5E0B12C7A7,Newegg,Business strategy book,books,13.74,2.77,0,2024-02-19,2024-02-24,0
ORD-FCBBA47B61,Newegg,Noise cancelling headphones,electronics,174.74,5.42,0,2024-12-11,2024-12-20,0
ORD-CD351F1838,Etsy,Running shorts,clothing,28.69,10.36,0,2024-01-14,2024-01-17,0
ORD-AFB16BD4C5,Etsy,Noise cancelling headphones,electronics,107.27,5.48,0,2024-01-01,2024-01-08,0
ORD-39B38DB5DC,Target,Bluetooth speaker,electronics,197.99,10.69,0,2024-04-18,2024-04-22,1
ORD-6D283ACD3C,Newegg,Smart watch,electronics,78.42,11.71,0,2024-07-17,2024-07-25,0
ORD-B601138DBC,Target,Science textbook,books,23.05,3.99,0,2024-09-21,2024-10-01,0
ORD-E4244AE044,Etsy,Cotton T-shirt,clothing,37.76,23.27,0,2024-01-07,2024-01-10,0
ORD-34DF51F1FE,Newegg,Sandals,shoes,101.00,33.87,0,2024-08-04,2024-08-13,0
ORD-7072C5F152,BestBuy,Storage organizer set,home,103.31,5.44,0,2024-08-18,2024-08-24,0
ORD-63194AFE36,Zappos,Desk lamp,home,46.17,6.83,0,2024-04-01,2024-04-15,0
ORD-A2A33A6DDA,BestBuy,Science textbook,books,23.35,37.07,0,2024-12-28,2025-01-04,0
ORD-B361C2C3AA,Kobo,Sandals,shoes,60.57,29.81,1,2024-09-07,2024-09-13,1
ORD-07F52AF27C,Etsy,Chelsea boots,shoes,43.09,33.02,0,2024-01-13,2024-01-20,0
ORD-0FCB201F49,Newegg,Kitchen blender,home,97.94,9.27,0,2024-06-01,2024-06-09,0
ORD-3450DE324E,Amazon,Storage organizer set,home,59.92,11.42,0,2024-05-07,2024-05-10,0
ORD-B4AB763AC9,Target,Bluetooth speaker,electronics,108.30,7.12,0,2024-05-20,2024-05-25,0
ORD-E79834E800,Kobo,Leather sneakers,shoes,62.90,23.48,1,2024-11-22,2024-12-02,1
ORD-4CF3C065FE,BestBuy,Chelsea boots,shoes,116.77,26.19,0,2024-08-04,2024-08-09,0
ORD-DBF1E32B36,BestBuy,Vacuum cleaner,home,84.03,17.71,0,2024-04-08,2024-04-15,0
ORD-CDEABA2965,Zappos,Winter boots,shoes,56.52,31.04,0,2024-01-26,2024-01-31,0
ORD-DE36638F18,IKEA,Science textbook,books,17.83,9.24,0,2024-12-09,2024-12-11,0
ORD-C7274E22AD,IKEA,Noise cancelling headphones,electronics,114.00,27.98,0,2024-07-31,2024-08-08,0
ORD-322739A94A,BestBuy,Air purifier,home,28.99,13.38,0,2024-12-29,2025-01-02,0
ORD-001EF7A2B2,Kobo,Storage organizer set,home,94.13,19.46,0,2024-10-31,2024-11-04,0
ORD-09C4F3B6A5,Amazon,Chelsea boots,shoes,71.48,15.05,0,2024-08-15,2024-08-18,0
ORD-5D427B7A79,Walmart,Fantasy novel,books,12.79,8.30,0,2024-12-10,2024-12-15,0
ORD-D7F980C2CE,BestBuy,Sandals,shoes,47.29,3.49,0,2024-04-16,2024-04-25,0
ORD-AB0BB913C6,IKEA,Desk lamp,home,58.31,17.55,0,2024-08-27,2024-08-29,0
ORD-D9665A8C9C,Etsy,4K streaming stick,electronics,67.07,12.54,0,2024-01-12,2024-01-21,0
ORD-23D235FF4E,Newegg,4K streaming stick,electronics,196.24,14.09,0,2024-11-06,2024-11-19,0
ORD-97D5DF7C24,BestBuy,4K streaming stick,electronics,371.08,11.05,0,2024-03-22,2024-03-31,0
ORD-7156B5A5EB,Newegg,Chelsea boots,shoes,43.64,14.20,0,2024-11-02,2024-11-06,0
ORD-4ABC9A9FCD,Etsy,Casual hoodie,clothing,47.62,36.64,0,2024-07-25,2024-07-31,0
ORD-C0328D94BF,Target,Science textbook,books,19.34,16.64,0,2024-01-02,2024-01-08,0
ORD-2089BA7DFE,Target,Paperback thriller,books,21.83,13.67,0,2024-11-30,2024-12-05,0
ORD-1A3EB0F002,Amazon,4K streaming stick,electronics,248.36,21.40,0,2024-11-08,2024-11-15,0
ORD-615B19D3D5,Amazon,Cooking guide,books,17.98,3.26,0,2024-03-26,2024-04-02,0
ORD-C4AD76CC5E,Etsy,Cotton T-shirt,clothing,21.42,9.67,0,2024-11-30,2024-12-05,0
ORD-91E1432602,Target,Bluetooth speaker,electronics,107.42,30.93,0,2024-05-02,2024-05-05,0
ORD-DAA6D99CBC,Target,Desk lamp,home,152.15,18.66,0,2024-10-22,2024-10-28,0
ORD-267DE76756,Kobo,Running shoes,shoes,75.11,29.33,0,2024-09-13,2024-09-21,0
ORD-CBBC098C08,Target,Air purifier,home,81.88,11.56,0,2024-02-05,2024-02-07,0
ORD-5AD7EA256A,Zappos,Business strategy book,books,16.44,3.15,0,2024-02-06,2024-02-16,0
ORD-509149D909,BestBuy,Winter boots,shoes,45.85,3.13,0,2024-01-13,2024-01-18,0
ORD-28F1F26F88,IKEA,Running shorts,clothing,42.10,10.73,0,2024-01-21,2024-01-26,0
ORD-5E8C8D789E,Kobo,Sandals,shoes,50.18,9.83,1,2024-05-14,2024-05-23,0
ORD-0BE7088B57,Target,Sweater,clothing,45.72,15.19,0,2024-05-04,2024-05-14,0
ORD-5F37B9E016,Etsy,Cotton T-shirt,clothing,42.74,12.37,0,2024-05-05,2024-05-14,0
ORD-56AF7A06AE,Etsy,Business strategy book,books,24.61,5.58,0,2024-10-17,2024-10-21,1
ORD-DAB6173B7F,Target,4K streaming stick,electronics,89.49,10.10,0,2024-04-23,2024-05-04,0
ORD-8394E59E10,Target,Storage organizer set,home,61.96,0.62,0,2024-08-31,2024-09-09,0
ORD-3C338F7A15,Target,Smart watch,electronics,73.61,27.60,0,2024-07-15,2024-07-19,0
ORD-63E270D8C5,IKEA,Running shoes,shoes,52.10,8.66,0,2024-09-17,2024-09-26,0
ORD-F18E02289E,Kobo,Fantasy novel,books,13.76,2.19,0,2024-06-25,2024-07-03,0
ORD-BCB60670A4,Etsy,Winter boots,shoes,73.58,10.00,0,2024-09-05,2024-09-13,0
ORD-D9D8E36B83,Target,Business strategy book,books,18.34,9.75,0,2024-01-08,2024-01-16,0
ORD-FF087666E7,IKEA,Smart watch,electronics,124.53,16.34,0,2024-05-22,2024-05-29,0
ORD-A5121620C9,Etsy,Bluetooth speaker,electronics,70.98,9.87,0,2024-11-22,2024-12-04,0
ORD-33C847FB24,Walmart,Running shoes,shoes,44.02,14.65,1,2024-11-16,2024-11-18,0
ORD-C9FBEB49C8,IKEA,Casual hoodie,clothing,25.62,10.73,0,2024-10-02,2024-10-13,0
ORD-8785C70CD2,Kobo,Casual hoodie,clothing,35.65,25.76,0,2024-04-03,2024-04-11,0
ORD-E9FF6E0396,Walmart,Bluetooth speaker,electronics,289.03,19.53,0,2024-11-07,2024-11-11,0
ORD-F3284982DD,Target,Casual hoodie,clothing,24.56,13.47,0,2024-05-04,2024-05-11,0
ORD-45CAFA7658,BestBuy,Fantasy novel,books,28.34,9.60,0,2024-01-27,2024-01-31,0
ORD-9246EFD162,Kobo,Wireless earbuds,electronics,127.32,7.16,0,2024-08-31,2024-09-03,0
ORD-F5BED3C5CD,IKEA,Fantasy novel,books,15.23,26.74,0,2024-02-27,2024-03-07,0
ORD-AFFBD3E9CE,Kobo,Wireless earbuds,electronics,66.90,7.10,0,2024-07-27,2024-08-03,0
ORD-3C6E479517,Kobo,Winter boots,shoes,40.13,12.90,0,2024-05-15,2024-05-26,0
ORD-EF1CD49F11,Zappos,Storage organizer set,home,90.90,8.05,0,2024-08-13,2024-08-15,0
ORD-F123715DC7,Kobo,Wireless earbuds,electronics,127.03,13.29,0,2024-09-17,2024-09-23,1
ORD-5F090C81A0,IKEA,Paperback thriller,books,17.93,1.92,0,2024-08-14,2024-08-19,0
ORD-336B88DF82,Walmart,Wireless earbuds,electronics,93.36,24.56,0,2024-04-19,2024-04-23,0
ORD-BA14651150,BestBuy,Cooking guide,books,19.41,7.41,0,2024-04-17,2024-04-24,0
ORD-5B75724532,Walmart,Bluetooth speaker,electronics,102.34,5.29,0,2024-03-21,2024-03-28,0
ORD-15972245A1,Newegg,Cooking guide,books,19.10,12.37,0,2024-05-14,2024-05-20,0
ORD-AC608000FB,Etsy,Air purifier,home,63.24,17.62,0,2024-06-30,2024-07-10,0
ORD-B1B35FB62C,Newegg,Storage organizer set,home,56.13,3.51,0,2024-08-01,2024-08-03,0
ORD-23535FFAC6,Newegg,Sweater,clothing,24.75,11.18,1,2024-08-21,2024-08-30,1
ORD-8AB0B4D6A0,Walmart,Noise cancelling headphones,electronics,221.27,17.95,0,2024-07-10,2024-07-12,0
ORD-485D430C89,Zappos,Running shoes,shoes,36.47,3.78,0,2024-08-13,2024-08-24,0
ORD-12E4675F06,Target,Noise cancelling headphones,electronics,61.48,23.30,0,2024-10-30,2024-11-05,1
ORD-6B42466262,Kobo,Science textbook,books,18.46,2.53,0,2024-11-06,2024-11-13,0
ORD-C625E034F3,Etsy,Sweater,clothing,31.95,3.22,0,2024-05-25,2024-05-27,0
ORD-46018549AA,Etsy,Running shorts,clothing,45.95,27.08,0,2024-10-28,2024-11-01,0
ORD-E79DE976D3,Kobo,Denim jacket,clothing,23.56,6.11,0,2024-12-04,2024-12-08,0
ORD-9DE9E07922,Amazon,Air purifier,home,42.13,11.79,0,2024-02-04,2024-02-15,0
ORD-3B1C1C7217,Etsy,Vacuum cleaner,home,29.88,10.42,0,2024-04-19,2024-04-22,0
ORD-FABCDB582A,Etsy,Cooking guide,books,28.58,4.96,0,2024-12-26,2024-12-30,0
ORD-D50528BCA4,Target,Cotton T-shirt,clothing,51.39,2.77,0,2024-09-06,2024-09-16,0
ORD-52D51B77D3,Zappos,Sweater,clothing,13.09,25.89,1,2024-09-15,2024-09-26,0
ORD-BBD7C63B70,Kobo,Chelsea boots,shoes,43.21,7.43,0,2024-02-08,2024-02-15,0
ORD-EDE5A26663,Zappos,Denim jacket,clothing,31.89,7.69,0,2024-02-14,2024-02-21,0
ORD-BEA2F2F505,BestBuy,Bluetooth speaker,electronics,378.98,3.59,0,2024-08-26,2024-09-01,0
ORD-0EAB3C37D4,BestBuy,Air purifier,home,145.72,2.88,0,2024-06-22,2024-06-28,0
ORD-4FAA7931C5,Amazon,Business strategy book,books,20.50,5.69,0,2024-01-04,2024-01-11,0
ORD-6646ADD09C,Walmart,Sweater,clothing,93.30,22.96,0,2024-04-24,2024-05-01,0
ORD-C6CCB37FF5,Kobo,Running shoes,shoes,63.24,13.93,0,2024-06-30,2024-07-11,0
ORD-A167066486,Target,Running shoes,shoes,65.52,13.18,1,2024-04-02,2024-04-04,0
ORD-863AA1F98F,Target,Casual hoodie,clothing,25.94,5.17,1,2024-06-10,2024-06-22,0
ORD-5717E0489A,IKEA,Smart watch,electronics,113.62,21.59,0,2024-05-18,2024-05-22,0
ORD-D133EC4E80,Target,Running shorts,clothing,37.30,17.02,0,2024-01-14,2024-01-20,0
ORD-6DCB91C3D4,Newegg,Wireless earbuds,electronics,150.12,9.53,0,2024-07-23,2024-07-26,0
ORD-1D6C37E239,BestBuy,Denim jacket,clothing,55.16,5.43,0,2024-09-21,2024-09-24,0
ORD-B9DA8A8AA7,Kobo,Casual hoodie,clothing,20.50,22.80,0,2024-07-31,2024-08-03,0
ORD-26523B5CBC,Etsy,Sandals,shoes,60.53,7.26,1,2024-08-21,2024-08-23,0
ORD-FF55395D4B,Newegg,Paperback thriller,books,19.26,13.94,0,2024-06-07,2024-06-17,0
ORD-C5A2F6C9D6,Walmart,Kitchen blender,home,77.81,15.82,0,2024-07-18,2024-07-29,1
ORD-97F50F5DD8,Etsy,Kitchen blender,home,46.97,21.23,0,2024-05-07,2024-05-10,1
ORD-1518037E8D,Target,Running shoes,shoes,59.93,33.73,0,2024-02-01,2024-02-08,0
ORD-4F1F6FA72A,Etsy,Storage organizer set,home,72.10,7.99,0,2024-03-21,2024-03-26,0
ORD-3B284DD51B,Target,Running shoes,shoes,32.80,8.53,0,2024-03-24,2024-03-26,0
ORD-50421E02D5,Etsy,Cooking guide,books,22.92,2.54,0,2024-01-15,2024-01-25,0
ORD-F0BC4C1DC1,Amazon,Science textbook,books,13.95,0.98,0,2024-01-24,2024-01-31,0
ORD-E5DA2F7355,Target,Running shoes,shoes,74.62,22.83,0,2024-04-24,2024-04-26,0
ORD-7D7B0BE2AA,Kobo,Running shorts,clothing,56.69,32.55,0,2024-10-01,2024-10-06,0
ORD-0373C2F694,IKEA,Running shorts,clothing,43.37,6.19,0,2024-03-06,2024-03-10,0
ORD-328BD80E9A,BestBuy,Sandals,shoes,51.60,21.18,0,2024-10-19,2024-10-22,0
ORD-52DD4DBC2C,Target,Smart watch,electronics,56.16,9.07,0,2024-02-18,2024-02-27,0
ORD-52E2F40D3B,Walmart,Noise cancelling headphones,electronics,121.58,12.76,0,2024-12-03,2024-12-07,0
ORD-C457C75BE7,Zappos,Winter boots,shoes,32.79,1.49,0,2024-03-08,2024-03-12,0
ORD-1E70047412,Amazon,Bluetooth speaker,electronics,73.35,0.16,0,2024-04-11,2024-04-25,0
ORD-0990F8C2EE,Target,Bluetooth speaker,electronics,57.98,16.66,0,2024-10-19,2024-10-25,0
ORD-11E561393D,Newegg,Sandals,shoes,51.61,6.28,0,2024-05-14,2024-05-21,0
ORD-3E775E5BE7,Zappos,Desk lamp,home,114.81,2.17,0,2024-04-05,2024-04-09,0
ORD-CBEA770675,Zappos,Business strategy book,books,17.35,9.79,0,2024-12-08,2024-12-19,0
ORD-D965CA0BDB,BestBuy,Desk lamp,home,143.87,16.85,0,2024-01-14,2024-01-27,1
ORD-FD9427BB49,Kobo,Wireless earbuds,electronics,327.24,12.84,0,2024-12-30,2025-01-03,0
ORD-BC5D6F0CBE,Zappos,Paperback thriller,books,11.23,2.30,0,2024-09-15,2024-09-18,0
ORD-46F3B5FBA0,Walmart,Running shoes,shoes,35.55,2.11,0,2024-01-09,2024-01-12,0
ORD-1C348E0DE9,Target,Winter boots,shoes,53.47,2.87,0,2024-09-29,2024-10-04,0
ORD-0E72BB95DC,Target,Chelsea boots,shoes,56.06,17.55,0,2024-11-21,2024-11-29,0
ORD-6A6A268740,Zappos,4K streaming stick,electronics,221.16,6.57,0,2024-04-13,2024-04-17,0
ORD-DEB396ED61,Newegg,Storage organizer set,home,54.04,9.68,0,2024-08-31,2024-09-06,0
ORD-0AAD5D331F,Amazon,Kitchen blender,home,66.91,9.26,0,2024-10-11,2024-10-19,0
ORD-B9C21776BB,BestBuy,Leather sneakers,shoes,38.88,14.53,1,2024-09-03,2024-09-13,0
ORD-7B3CB8FD3C,Newegg,Smart watch,electronics,138.09,9.76,0,2024-07-19,2024-07-26,0
ORD-2B4E87A70C,IKEA,Smart watch,electronics,273.19,11.56,0,2024-03-04,2024-03-13,0
ORD-DF5EDA4956,Kobo,Smart watch,electronics,68.40,5.24,0,2024-06-16,2024-06-18,0
ORD-D23B7A78BF,Kobo,Denim jacket,clothing,54.59,17.79,0,2024-03-04,2024-03-11,0
ORD-291588194A,BestBuy,Noise cancelling headphones,electronics,98.91,8.67,0,2024-01-21,2024-01-26,0
ORD-5DE38A048F,Newegg,Fantasy novel,books,17.21,1.83,0,2024-12-29,2025-01-06,0
ORD-AC869D56DA,Walmart,Storage organizer set,home,68.44,14.46,0,2024-11-04,2024-11-17,0
ORD-09AD3C559E,Kobo,Bluetooth speaker,electronics,229.71,11.91,0,2024-11-22,2024-11-24,0
ORD-F32D5E2E6F,IKEA,Storage organizer set,home,29.11,11.71,0,2024-12-07,2024-12-17,0
ORD-1CF0BB8C32,Amazon,Cotton T-shirt,clothing,25.67,9.24,0,2024-10-26,2024-11-01,0
ORD-FA76A869AC,BestBuy,Vacuum cleaner,home,48.01,5.37,0,2024-10-16,2024-10-21,0
ORD-71002FB3DA,Amazon,Fantasy novel,books,18.45,5.08,0,2024-11-25,2024-12-08,0
ORD-356BA71B28,Walmart,Sweater,clothing,20.63,7.24,0,2024-11-05,2024-11-10,0
ORD-32464929DB,Etsy,Running shorts,clothing,29.04,2.56,0,2024-09-24,2024-09-26,0
ORD-7BCF4D6062,Amazon,Science textbook,books,15.29,1.82,0,2024-01-13,2024-01-21,0
ORD-5B4BED80B2,Newegg,Kitchen blender,home,48.83,23.54,0,2024-05-09,2024-05-14,0
ORD-75B62CB12D,Walmart,Desk lamp,home,145.46,4.24,0,2024-01-25,2024-01-29,0
ORD-EC19900F37,Target,Air purifier,home,71.12,5.73,0,2024-10-07,2024-10-15,0
ORD-FCDC805DC6,Target,Vacuum cleaner,home,58.28,21.43,0,2024-06-19,2024-06-24,0
ORD-79CD317EA7,Etsy,Noise cancelling headphones,electronics,169.17,8.58,0,2024-02-16,2024-02-24,0
ORD-889BC2160A,Newegg,Smart watch,electronics,71.07,17.04,0,2024-12-28,2025-01-03,0
ORD-A21A7434C5,Target,Air purifier,home,49.83,20.13,0,2024-02-27,2024-03-01,0
ORD-A5969F23D6,Zappos,Chelsea boots,shoes,43.49,7.55,0,2024-07-22,2024-07-29,0
ORD-CA9465B812,BestBuy,Casual hoodie,clothing,22.47,6.67,0,2024-05-14,2024-05-17,0
ORD-E0DDA4B2AF,Newegg,Air purifier,home,92.12,13.76,0,2024-02-23,2024-03-05,0
ORD-AA0E894583,BestBuy,Desk lamp,home,45.27,14.13,0,2024-08-14,2024-08-24,0
ORD-8C596FD153,IKEA,Wireless earbuds,electronics,206.88,11.07,0,2024-12-21,2025-01-04,0
ORD-D0D5D165A1,Target,Wireless earbuds,electronics,156.97,16.26,0,2024-01-11,2024-01-22,0
ORD-8F287DEBC6,Zappos,Winter boots,shoes,53.16,18.76,1,2024-09-22,2024-09-29,0
ORD-9213D1AD31,IKEA,Cooking guide,books,25.64,10.00,0,2024-05-14,2024-05-19,0
ORD-7A3E97E857,Etsy,4K streaming stick,electronics,149.00,15.01,0,2024-12-20,2024-12-23,0
ORD-28555B2F21,Zappos,4K streaming stick,electronics,116.69,7.56,0,2024-09-16,2024-09-24,0
ORD-813B933495,Walmart,Chelsea boots,shoes,42.34,2.42,0,2024-10-10,2024-10-20,0
ORD-90434FE28A,Amazon,Vacuum cleaner,home,74.03,14.81,0,2024-09-11,2024-09-18,0
ORD-325F32B12C,Amazon,4K streaming stick,electronics,88.75,15.76,0,2024-11-28,2024-11-30,0
ORD-309F7AF8E5,BestBuy,Noise cancelling headphones,electronics,73.33,29.89,0,2024-10-18,2024-10-22,1
ORD-F7EDBD3F7C,Kobo,Sandals,shoes,46.07,3.69,0,2024-07-21,2024-07-24,0
ORD-98B08B8888,IKEA,Chelsea boots,shoes,44.77,5.57,0,2024-09-17,2024-09-30,0
ORD-4A623CFFE7,Etsy,Leather sneakers,shoes,62.98,14.17,1,2024-07-02,2024-07-09,0
ORD-3100B6F017,BestBuy,Casual hoodie,clothing,27.63,6.40,0,2024-04-09,2024-04-13,0
ORD-C8AFF6527B,Target,Wireless earbuds,electronics,226.56,7.94,0,2024-09-10,2024-09-19,1
ORD-285826C4CC,Newegg,Business strategy book,books,11.08,1.84,0,2024-08-30,2024-09-02,0
ORD-E129754FC6,IKEA,Sweater,clothing,37.47,13.55,0,2024-05-09,2024-05-15,0
ORD-F62BE6F37A,Walmart,Science textbook,books,23.50,13.97,0,2024-11-27,2024-12-05,0
ORD-2C6C8A5072,Zappos,Sweater,clothing,37.81,31.82,0,2024-01-31,2024-02-08,1
ORD-4003B100A9,Zappos,Cotton T-shirt,clothing,39.28,27.70,1,2024-10-17,2024-10-24,0
ORD-1AE88066BA,Walmart,4K streaming stick,electronics,158.90,6.76,0,2024-10-01,2024-10-04,0
ORD-61539DC3DC,Etsy,4K streaming stick,electronics,47.00,16.85,0,2024-08-13,2024-08-21,0
ORD-CAE13603B7,Kobo,Wireless earbuds,electronics,78.39,14.81,0,2024-10-02,2024-10-13,0
ORD-8046317BD5,IKEA,Kitchen blender,home,67.68,14.11,0,2024-04-02,2024-04-09,0
ORD-C56F05F008,Kobo,Denim jacket,clothing,39.07,17.30,0,2024-06-21,2024-07-03,0
ORD-7BD7B4BF4F,Newegg,Sandals,shoes,31.68,24.51,0,2024-02-03,2024-02-08,0
ORD-96A00D177B,Kobo,Smart watch,electronics,66.45,8.52,0,2024-01-22,2024-01-27,0
ORD-363CDEA0A7,BestBuy,Winter boots,shoes,34.59,19.36,0,2024-09-26,2024-10-03,0
ORD-5DFA729696,Newegg,Winter boots,shoes,75.65,14.54,0,2024-03-10,2024-03-16,1
ORD-1CB2683A20,Newegg,Business strategy book,books,15.95,9.68,0,2024-09-08,2024-09-10,0
ORD-AB38760900,Kobo,Winter boots,shoes,27.87,24.09,0,2024-05-27,2024-06-05,0
ORD-EAD776644A,Amazon,Running shoes,shoes,52.87,18.89,0,2024-10-27,2024-11-05,0
ORD-F0B0FAE740,Etsy,Wireless earbuds,electronics,136.80,15.89,0,2024-01-25,2024-02-07,0
ORD-2D498366A2,Amazon,Sandals,shoes,46.99,22.09,0,2024-04-01,2024-04-07,0
ORD-0628CB7DD5,Walmart,Cotton T-shirt,clothing,46.72,2.88,0,2024-04-23,2024-05-02,0
ORD-2EEE3A2ED0,Kobo,Smart watch,electronics,183.52,1.13,0,2024-11-09,2024-11-11,0
ORD-B4F6176FF6,IKEA,Cotton T-shirt,clothing,27.74,9.23,0,2024-06-18,2024-07-02,0
ORD-E0E1A6DE3C,Etsy,Bluetooth speaker,electronics,115.21,25.26,0,2024-05-06,2024-05-13,0
ORD-C6040A5B60,IKEA,Running shoes,shoes,68.85,12.12,0,2024-05-19,2024-05-24,1
ORD-7F45DCDBFF,Newegg,Cooking guide,books,7.85,13.86,0,2024-04-07,2024-04-17,0
ORD-AF594BF176,Amazon,Sandals,shoes,44.75,37.01,1,2024-12-19,2024-12-22,0
ORD-BEC4787ACE,Target,Running shorts,clothing,22.10,26.11,1,2024-05-11,2024-05-24,0
ORD-9429498F17,IKEA,Fantasy novel,books,17.58,6.71,0,2024-10-18,2024-10-22,0
ORD-175F69A28C,Walmart,Paperback thriller,books,16.66,11.97,0,2024-09-11,2024-09-14,0
ORD-3B2430BEB0,Kobo,Running shorts,clothing,43.49,0.26,0,2024-07-17,2024-07-20,0
ORD-6722035BC2,Walmart,Running shorts,clothing,34.42,2.66,0,2024-03-14,2024-03-20,0
ORD-56F7B7E9BD,Walmart,Running shoes,shoes,84.78,31.98,1,2024-01-08,2024-01-21,1
ORD-5EC13E67E4,Target,Desk lamp,home,96.28,16.04,0,2024-11-25,2024-11-27,0
ORD-5A838216F6,Zappos,Kitchen blender,home,84.80,5.92,0,2024-11-17,2024-11-20,0
ORD-5CDF30F69D,Amazon,Business strategy book,books,16.41,19.21,0,2024-09-27,2024-10-01,0
ORD-167E2C6FC3,Etsy,Leather sneakers,shoes,41.78,33.58,1,2024-09-22,2024-09-28,0
ORD-DBF36770CC,Etsy,Noise cancelling headphones,electronics,300.23,27.85,0,2024-12-16,2024-12-20,0
ORD-90501009CF,BestBuy,Science textbook,books,19.22,11.21,0,2024-01-19,2024-01-26,0
ORD-EABD38552B,Newegg,Cooking guide,books,16.71,2.64,0,2024-07-17,2024-07-23,0
ORD-32AA6F71B6,IKEA,Cooking guide,books,13.95,1.31,0,2024-11-21,2024-11-27,0
ORD-88F82931E0,Kobo,4K streaming stick,electronics,188.84,12.64,0,2024-04-24,2024-04-27,1
ORD-48468ECE0C,IKEA,Science textbook,books,22.14,3.81,0,2024-01-11,2024-01-16,0
ORD-826457FE31,Kobo,Running shorts,clothing,48.19,11.35,0,2024-04-26,2024-05-10,0
ORD-69FDE3584D,Walmart,Vacuum cleaner,home,87.96,17.77,0,2024-08-01,2024-08-07,0
ORD-CEFC756130,Kobo,Cooking guide,books,17.58,3.44,0,2024-12-06,2024-12-11,0
ORD-D8079954EE,Walmart,Smart watch,electronics,126.91,4.78,0,2024-10-18,2024-10-21,0
ORD-D7859F4B72,Etsy,Sandals,shoes,66.41,18.69,0,2024-07-28,2024-08-02,0
ORD-1279DD401C,Target,Business strategy book,books,14.67,5.44,0,2024-11-29,2024-12-05,0
ORD-E13B21A865,Newegg,Leather sneakers,shoes,40.68,8.95,0,2024-03-21,2024-03-29,0
ORD-20D4E6988E,Target,Business strategy book,books,26.22,18.78,0,2024-10-17,2024-10-25,0
